Name,Datetime,Longitude,Latitude,Protocol,Area,Group,Instrument,Angular Resolution,Pulse Rate,Light,Wind,Survey Control,Description,Open,Image,QSM
ilcp12419,2015-08-19T06:58:00,147.4723,-25.7167,star_4pos,0.25,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,cagla dominant woodland with angophora subdominant,Yes,,No
ilcp13118,2015-08-21T05:17:00,147.3614,-25.753,star_4pos,0.25,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,eumel dominated open woodland with erspx,Yes,,No
ilcp14213,2015-08-17T02:25:00,147.3957,-25.7892,star_7pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,medium,multiple_targets,Poplar box woodland,Yes,,No
jamesbarretttree,2014-08-04T05:05:00,142.0577,-35.5838,arbitrary_npos,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,Tree is located at the start of the James Barrett Nature Drive and where the Baby Cameron walking track takes off; in the main camping ground of Wyperfeld National Park.,Yes,,No
jimscamptrees,2014-08-02T05:05:00,142.3856,-34.5016,arbitrary_npos,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,Murray River; 45 minutes up stream of Mildura at Jims Camp close to Police Bend; Victorian side.,Yes,,No
kara001,2013-10-09T08:44:00,153.0889,-27.6252,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,kara001,Yes,,No
kara001,2013-10-09T09:25:00,153.089,-27.6251,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,kara001,Yes,,No
kara001,2013-07-30T05:08:00,153.0891,-27.6252,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,100,diffuse,light,multiple_targets,eucalypt tindaliaea woodland. low prf scan.,Yes,,No
kara001,2013-07-30T05:21:00,153.0891,-27.6252,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.04,300,diffuse,none,multiple_targets,eucalyptus tindaliae woodland. high resolution scan. ppbio plot f3.,Yes,,No
kara001,2013-07-30T14:47:00,153.0891,-27.6252,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,none,multiple_targets,eucalyptus tindaliae woodland. ppbio plot f3. single tree scan.,Yes,,No
kara001,2013-07-30T15:08:00,153.0891,-27.6252,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,multiple_targets,eucalypt tindaliaea woodland. low prf scan.,Yes,,No
kara001,2013-07-30T15:21:00,153.0891,-27.6252,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,none,multiple_targets,eucalyptus tindaliae woodland. high resolution scan. ppbio plot f3.,Yes,,No
kara001,2013-07-30T03:26:00,153.0891,-27.6252,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,none,multiple_targets,eucalyptus tindaliae woodland. steep gully on west side. ppbio plot f3.,Yes,,No
kara001,2013-07-30T13:26:00,153.0891,-27.6252,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,none,multiple_targets,eucalyptus tindaliae woodland. steep gully on west side. ppbio plot f3.,Yes,,No
kara001,2013-10-09T10:46:00,153.0892,-27.625,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,medium,multiple_targets,kara001,Yes,,No
kara002,2013-07-29T06:30:00,153.0869,-27.6249,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.04,300,diffuse,light,multiple_targets,eucalypt woodland. auscover plot. no ppbio plot data.,Yes,,No
kara002,2013-10-08T15:18:00,153.0869,-27.6248,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,open eucalypt,Yes,,No
kara005,2013-07-31T06:25:00,153.0881,-27.6271,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,100,intermittent,light,multiple_targets,eucalyptus racemosa open forest. ppbio plot f4.,Yes,,No
kara005,2013-07-31T06:27:00,153.0881,-27.6271,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.04,300,intermittent,light,multiple_targets,eucalyptus racemosa open forest. ppbio plot f4.,Yes,,No
kara005,2013-07-31T16:25:00,153.0881,-27.6271,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,eucalyptus racemosa open forest. ppbio plot f4.,Yes,,No
kara005,2013-10-08T12:24:00,153.0881,-27.6271,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,open eucalypt,Yes,,No
kara005,2014-02-27T09:42:00,153.0881,-27.6271,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,kara005,Yes,,No
kara005,2013-07-31T06:09:00,153.0881,-27.6271,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,eucalyptus racemosa open forest. ppbio plot f4,Yes,,No
kara005,2013-07-31T16:27:00,153.0881,-27.6271,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,eucalyptus racemosa open forest. ppbio plot f4.,Yes,,No
kara005,2013-10-08T08:39:00,153.0881,-27.6271,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,open eucalypt woodland,Yes,,No
kara01,2013-02-04T00:00:00,153.0894,-27.6245,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,woodland,Yes,,No
kara02,2013-02-05T00:00:00,153.0869,-27.6249,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,woodland,Yes,,No
kara03,2013-02-06T00:00:00,153.0935,-27.6364,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,multiple_targets,woodland,Yes,,No
kara04,2013-02-05T00:00:00,153.0741,-27.6426,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,medium,multiple_targets,woodland,Yes,,No
limmen08,2013-06-01T15:39:00,135.3051,-15.2342,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,strong,none,,Yes,,No
limmen09,2013-06-01T13:11:00,135.3548,-15.3792,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,medium,none,open woodland,Yes,,No
lnp02,2013-05-28T18:19:00,130.7569,-13.1359,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,none,none,bushfire nt long term monitoring site,Yes,,No
lnp03,2013-05-28T17:58:00,130.7676,-13.1396,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,none,none,nt fire long term monitoring site,Yes,,No
logjammack,2013-11-18T11:21:00,148.615,-20.809,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,medium,multiple_targets,log jam rehabilitation - river runs north south. first scan north,Yes,,No
mdla0014,2014-03-13T12:58:00,147.6305,-26.3376,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,medium,none,regrowth brigalow,Yes,,No
mdla0036,2014-03-13T07:28:00,147.6039,-26.276,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,multiple_targets,remnant brigalow,Yes,,No
mdla0038,2014-03-12T17:04:00,147.5782,-26.2558,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,strong,multiple_targets,remnant poplar box,Yes,,No
mdla37,2014-03-12T16:03:00,147.5727,-26.2581,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,medium,none,poplar box regrowth. some mature trees on site edges.,Yes,,No
mla007,2014-03-12T11:41:00,147.5978,-26.2383,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,medium,multiple_targets,remnant brigalow,Yes,,No
mla0076,2014-03-12T09:45:00,147.5939,-26.2229,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,remnant brigalow,Yes,,No
mla0098,2014-03-12T14:47:00,147.5735,-26.267,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,strong,multiple_targets,remnant poplar box woodland,Yes,,No
mla0099,2014-03-13T08:26:00,147.6239,-26.2689,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,none,regrowth brigalow,Yes,,No
mla0100,2014-03-13T09:18:00,147.6314,-26.2757,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,none,brigalow regrowth,Yes,,No
mla0101,2014-03-13T10:12:00,147.6229,-26.2955,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,none,bare with coarse woody debris. scanning to 20m road; approx 100m from mla0101 site.,Yes,,No
mn003,2013-05-24T11:01:00,131.1299,-12.8689,square_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,medium,none,long term monitoring site. e. tetradonna and ironwoods with palm and e. spp understorey,Yes,,No
mn006,2013-05-24T12:35:00,131.127,-12.8719,square_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,strong,none,rocky site with e. tetradonna; ironwoods and palms. long term monitoring site,Yes,,No
nrr01,2013-06-01T09:20:00,134.7387,-14.7566,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,none,cracking clay soils. e. microthea open woodland,Yes,,No
ntsite15,2013-05-31T12:34:00,133.1076,-15.208,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,medium,none,,Yes,,No
orrorootree,2014-08-03T07:07:00,138.6081,-32.7278,arbitrary_npos,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,Ikm just north of Orroroo; SA; in a creek bed.,Yes,,No
qdaeiu0001,2013-06-12T14:30:00,144.2105,-19.5383,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,queensland blue grass; very open flat site with the odd melaleuca; rich basalt soil with plenty of rocks,Yes,,No
qdaeiu0003,2013-06-13T13:00:00,144.1701,-19.4095,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,e. crebra woodland; termite mounds slope towards south; with black speargrass and flinders grass; emu swamp/dam visible to south,Yes,,No
qdaeiu0004,2013-06-14T17:00:00,144.1624,-19.4461,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,e.crebra woodland; steeper site with lots of logs lying under long grass,Yes,,No
qdagup0001,2013-06-15T09:45:00,143.7252,-20.1088,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,corymbia polycarpo flat - acleptostachya under/mid storey - mostly dead,Yes,,No
qdagup0002,2013-06-15T15:15:00,143.763,-20.0306,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,erythrophluem dominant species - flat site. dense mid-storey on se of plot,Yes,,No
qdagup0003,2013-06-16T10:00:00,143.6822,-20.3989,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,e.microneura dominant woodland; flat red sandy soil; overgrazed. dutton river - property name,Yes,,No
qdagup0004,2013-06-18T10:30:00,142.4784,-20.0133,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,bohemia and terminater co-dominated woodland; flat site,Yes,,No
qdagup0005,2013-06-18T15:00:00,142.4655,-19.9909,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,melaleucaa woodland. saxby downs - property,Yes,,No
qdagup0006,2013-06-19T09:15:00,142.4026,-19.9552,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,bohemia woodland; some melaleuca; saxby downs - property; flat,Yes,,No
qdagup0007,2013-06-19T17:00:00,141.8175,-20.0839,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,mitchell grass downs; open flat site; no trees,Yes,,No
qdagup0008,2013-06-20T10:15:00,142.0221,-19.8012,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,melaleuca woodland on flat red sandy soil,Yes,,No
qdagup0009,2013-06-20T16:00:00,141.9612,-19.8454,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,open; flat; aristida grassland,Yes,,No
qdagup0010,2013-06-21T10:00:00,141.8347,-19.9144,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,medium,multiple_targets,melaleuca woodland; flat,Yes,,No
qdagup0016,2013-07-21T09:39:00,140.7487,-18.2484,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,strong,multiple_targets,coolibah low open woodland,Yes,,No
qdagup0017,2013-07-21T03:06:00,141.0868,-17.6409,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,strong,multiple_targets,gutter percha low open shrubland adjacent to wetland. some samphire. heterogeneous site.,Yes,,No
qdagup0017,2013-07-21T17:35:00,141.1059,-17.6602,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,melaleuca sp. woodland,Yes,,No
qdagup0021,2013-07-18T10:47:00,140.9942,-17.0018,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,dry watercousre; corymbia/eucalypt open woodland with hakea sp.,Yes,,No
qdagup0022,2013-07-18T16:18:00,141.0559,-17.0218,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,medium,multiple_targets,samphire salt marsh grassland. cracking clay soils.,Yes,,No
qdagup0023,2013-07-18T14:52:00,141.0378,-17.0229,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,medium,multiple_targets,gilgai grassland. native rice. cracking clay soils. sba 0.,Yes,,No
qdagup0025,2013-07-20T11:08:00,140.8408,-17.4576,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,medium,multiple_targets,disturbed site with corymbia sp to 8m; woodland on dune; tussock grass patches of rubber vine.,Yes,,No
qdagup0026,2013-07-20T16:42:00,140.8481,-17.47,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,single_target,dune system tussock grassland with emergent corymbia; terminalis includes drainage line in centre,Yes,,No
qdagup0027,2013-07-19T10:16:00,141.1763,-17.3754,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,melaleuca acaciaoides woodland with gutta percha excoecaria parvifolia with low groundcover and some minor drainage lines,Yes,,No
qdagup0028,2013-07-19T02:49:00,141.1792,-17.2945,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,melaleuca acacioides woodland with scattered gutta percha on clay soils very low groundcover,Yes,,No
qdamgd0025,2013-06-16T12:15:00,143.8729,-20.3375,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,boree dominant (acacia); gullies; no ground cover due mostly to over grazing; basalt deposits; slopes away to the west,Yes,,No
qdamgd0026,2013-06-16T16:30:00,143.8613,-20.3957,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,boree dominnt (acacia); basalt depoits gullies; undulating terrain,Yes,,No
qdassd0001,2014-04-30T08:16:00,138.4729,-22.2418,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,medium,multiple_targets,Triodia basedowii hummock grassland with Grevillea stenobotrya on east facing slope of dune,Yes,,No
qdassd0002,2014-05-01T01:10:00,138.3874,-22.177,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,Eucalyptus gamophylla/ Eucalyptus pacyphylla sparse mallee woodland to Triodia basdowii hummock grassland on dune swale.,Yes,,No
qdassd0003,2014-05-01T04:44:00,138.4047,-22.1747,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,Acacia georginea open woodland with Triodia basedowii hummock grass understory in interdune swale.,Yes,,No
qdassd0004,2014-05-02T00:51:00,138.4339,-22.3255,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,Triodia basdowiihummock grassland on slope of low relic dune. No mid or upper canopy except isolated Donoaea viscosa shrubs and one Acacia Georgines tree.,Yes,,No
qdassd0005,2014-05-02T03:54:00,138.4382,-22.3103,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,Acacia georginea open woodland with sparse ground layer of Dissocarpus paradoxus on broad interdune swale.,Yes,,No
qdassd0006,2014-05-03T04:08:00,138.0927,-22.1259,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,Mixed Triodia basdowii hummock grassland with sparse mid layer of Acacia stenophylla; Acacia ligulata and Acacia dichtalopheba on dune crest.,Yes,,No
qdassd0007,2014-05-03T06:19:00,138.0915,-22.1253,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,Eucalyptus coolabah open woodland with diverse mid story and Eulalia aurea tussock grass understory on flood out of Field river.,Yes,,No
qdassd0008,2014-05-04T00:11:00,138.1358,-22.0478,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,multiple_targets,Grevillea stenobotrya sparse shrubland with Triodia basedowii hummock grassland understory on dune crest,Yes,,No
qdassd0009,2014-05-04T04:01:00,138.1382,-22.0332,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,Eucalyptus coolabah woodland with Eulalia aurea tussock grassland understory on flood out of Field river.,Yes,,No
qdassd0010,2014-05-05T05:20:00,138.0005,-22.275,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,none,multiple_targets,Eucalyptus coolabah open woodland with emergent Corymbia terminalis on Field river floodout. Burnt in 2012.,Yes,,No
qdassd0011,2014-05-06T07:02:00,138.2226,-22.7649,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,none,Acacia georginea open woodland with Dactyloctinium radulans tussock grass understory on wide swale between dunes,Yes,,No
qdassd0012,2014-05-07T00:13:00,138.2516,-22.6602,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,Muelenbekia florulenta sparse shrubland and scattered forb understory and isolated Eucalyptus coolabah on extensive swamp.,Yes,,No
qdassd0013,2014-05-07T03:55:00,138.2226,-22.7104,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,Acacia aneura (not too sure at this stage) shrubland with Aristida species tussock grass understory and scattered emergent Corymbia species on rocky red earth plain.,Yes,,No
qdassd0014,2014-05-08T00:26:00,138.1673,-22.8281,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,Very sparse Acacia georgines open woodland with Eremophila macdonelii low shrubland to mixed tussock grass understory on plain.,Yes,,No
qdassd0015,2014-05-08T04:20:00,138.1895,-22.8141,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,multiple_targets,Open Acacia aneura shrubland with mixed tussock grass understory on red earth plain.,Yes,,No
rc_rapid1,2012-09-14T00:00:00,145.6149,-17.1054,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rc_rapid10,2012-09-15T00:00:00,145.6068,-17.1182,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rc_rapid11,2012-09-15T00:00:00,145.6033,-17.1178,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rc_rapid12,2012-09-15T00:00:00,145.6035,-17.1169,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rc_rapid2,2012-09-14T00:00:00,145.6131,-17.1048,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rc_rapid3,2012-09-15T08:50:00,145.6157,-17.1058,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rc_rapid4,2012-09-15T09:30:00,145.6115,-17.1023,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rc_rapid5,2012-09-15T00:00:00,145.6092,-17.0987,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rc_rapid6,2012-09-15T00:00:00,145.6103,-17.0936,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rc_rapid7,2012-09-15T00:00:00,145.6111,-17.0942,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rc_rapid8,2012-09-15T00:00:00,145.6194,-17.0949,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rc_rapid9,2012-09-15T00:00:00,145.6194,-17.0923,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,rainforest,Yes,,No
rnp001,2013-05-08T00:00:00,151.0919,-34.0824,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,none,single_target,woronora mallee-heath woodland,Yes,,No
rnp005,2013-05-10T00:00:00,151.0886,-34.1146,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,single_target,coastal sandstone heath mallee,Yes,,No
rnp009,2013-05-08T00:00:00,151.0575,-34.1054,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,none,single_target,coastal sandstone heath-mallee,Yes,,No
rnp010,2013-05-07T00:00:00,150.9671,-34.1489,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,single_target,exposed scribbly gum woodland,Yes,,No
rnp011,2013-05-10T00:00:00,151.0566,-34.1649,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,single_target,coastal sandstone heath mallee,Yes,,No
rnp012,2013-05-09T00:00:00,151.0178,-34.078,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,single_target,ironstone bloodwood silvertop ash forest,Yes,,No
rnp013,2013-05-09T00:00:00,150.9554,-34.1207,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,single_target,exposed scribbly gum woodland,Yes,,No
rnp014,2013-05-08T00:00:00,151.1383,-34.0863,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,none,single_target,sheltered peppermint-apple forest,Yes,,No
rnp019,2013-05-09T00:00:00,151.0237,-34.0869,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,single_target,ironstone bloodwood silvertop ash forest,Yes,,No
rnp021,2013-05-10T00:00:00,151.0459,-34.1768,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,single_target,southern sydney sheltered forest,Yes,,No
rnp024,2013-05-10T00:00:00,151.0373,-34.182,star_4pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,single_target,southern sydney sheltered forest,Yes,,No
robson1,2012-09-10T11:00:00,145.6305,-17.1209,cross,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,multiple_target,rainforest,Yes,,No
robson2,2012-09-12T14:00:00,145.6333,-17.1183,cross,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,multiple_target,rainforest,Yes,,No
robson3,2012-09-12T13:00:00,145.6318,-17.1193,cross,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,multiple_target,rainforest,Yes,,No
robson4,2012-09-14T13:00:00,145.6028,-17.1096,cross,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,multiple_target,rainforest,Yes,,No
rush06,2012-05-04T00:00:00,145.017,-36.76,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,native eucalypt open forest (dry sclerophyll box-ironbark forest),Yes,,Yes
rush07,2012-05-04T04:48:00,145.016,-36.7589,cross_5pos,1.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,multiple_targets,native eucalypt open forest (dry sclerophyll box-ironbark forest),Yes,,Yes
saamdd0001,2012-12-16T15:17:00,140.7611,-34.0436,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,,Yes,,No
saamdd0002,2012-12-18T03:08:00,140.695,-34.0599,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,single_target,,Yes,,No
samford01,2013-01-23T12:00:00,152.8788,-27.3892,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,none,multiple_targets,woodland,Yes,,No
samford04,2013-01-31T12:00:00,152.8747,-27.3898,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,multiple_targets,meleluca forest,Yes,,No
samford3,2013-01-24T12:00:00,152.8769,-27.3901,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,multiple_targets,woodland serf,Yes,,No
sasmdd0002,2012-12-18T13:36:00,140.5933,-34.0113,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,medium,single_target,,Yes,,No
sasmdd0003,2012-12-18T09:27:00,140.586,-33.994,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,none,single_target,,Yes,,No
sasmdd0003,2014-03-05T08:06:00,140.586,-33.994,centre_only,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,medium,none,ausplots revisit. post burn.,Yes,,No
sasmdd0004,2012-12-18T06:00:00,140.7351,-33.9963,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,single_target,,Yes,,No
sasmdd0005,2012-12-18T04:45:00,140.7262,-33.9738,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,,Yes,,No
sasmdd0006,2012-12-18T05:18:00,140.7278,-33.9723,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,diffuse,light,single_target,,Yes,,No
sasmdd0011,2012-12-18T18:21:00,140.7101,-34.0184,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,single_target,,Yes,,No
sasmdd0012,2012-12-19T09:22:00,140.7549,-34.0587,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,single_target,,Yes,,No
sasmdd0013,2012-12-18T10:13:00,140.7354,-34.0562,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,single_target,,Yes,,No
sasmdd0014,2012-12-18T12:24:00,140.7064,-34.0371,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,direct,light,single_target,,Yes,,No
sasmddlignum,2012-12-16T21:59:00,140.7596,-34.0432,single_target,0.00,TERN / JRSRP,RIEGL VZ400,0.06,300,intermittent,light,single_target,,Yes,,No
